0,1,2
10.1037/h0094362,Just how lucid are lucid dreams?,"Examined the lucid dreams of 50 Ss as to whether they are also fully lucid for the following corollaries: people in the dreams are dream characters, dream objects are not real, (i.e., actions will not carry over concretely upon awakening), the dreamer does not need to obey waking-life physics to achieve a goal, and memory of the waking world is intact rather than amnestic or fictitious. Many lucid dreams were too brief to evaluate on all corollaries. Only about half of the lengthier accounts were lucid for any particular corollary and less than a quarter were lucid on all 4. A related and reciprocal category of dreams that are lucid in terms of some of these 4 corollaries but miss the realization that ""I'm dreaming"" were also examined. The correlations among the corollaries, between correlations and length of lucid dreams, and between awareness and degree of experience with lucidity imply that they are on a cohesive continuum. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/h0094350,Efficacy of lucid dream induction for lucid and non-lucid dreamers.,"Evaluated the efficacy of a lucid dream induction (LDI) technique with 17 male and 30 female university students (aged 19â26 yrs) who were introduced to P. Tholey's (1983) combined technique for LDI. One group of Ss had experienced lucid dreams while the other group reported never having experienced lucid dreams. Another group of nonlucid dreamers served as a nontreatment control group. Among previously nonlucid dreamers, a significantly greater proportion of Ss who presented with the LDI technique reported a lucid dream. This group also reported more lucid dreams in total than the nontreatment control group. Among prior lucid dreamers, the technique was found to increase the number, relative to baseline levels, of lucid dreams reported. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000114,"False awakenings in lucid dreamers: How they relate with lucid dreams, and how lucid dreamers relate with them.","In this article, some previously unreported findings from an old web survey about false awakenings (FAs) in 90 lucid dreamers will be discussed. FAs have been told to be frequent concomitants of lucid dreams, but objective data are lacking. In the present study, a positive correlation was found between the reported frequencies of FAs and lucid dreams, r = .51, p < .001, and 56 (62%) subjects reported experiencing habitual transitions from FAs to lucid dreams (or/and vice versa). These findings confirm previous anecdotal reports with objective data and suggest a similar neurophysiologic basis for the two kinds of experience. FAs appear to be characterized by a strong propensity of the experients to exercise a metacognitive judgment upon their state by means of reality checks (76% of respondents). Reality checkers reported that lucid dreams were a habitual termination of their FAs significantly more often than nonreality checkers (p < .001). This appears to be the first empirical datum in support of the frequently self-reported ability of lucid dreamers to turn âactivelyâ their FAs into lucid dreams. Given the similarity between FAs and sleep paralysis in terms of possible state overlap, getting practice in performing reality checks could be a useful tool to manage some cases of recurrent sleep paralysis as well. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000090,"Lucid nightmares: A survey of their frequency, features, and factors in lucid dreamers.","This article reports the first systematic study on lucid nightmaresâterrifying lucid dreams with a lack of dream control. An online survey was completed by 634 participants, of whom 574 had had previous lucid dream experience. According to the reports of lucid dreamers, less than half of them had experienced a lucid nightmare, and only 1% of them could be considered as suffering from lucid nightmaresâexperiencing them once a week or more frequently. Lucid nightmares appear to be as distressing as ordinary nightmares. Lack of dream control and intense fear are among their most common features, followed by violent autonomous dream characters and the inability to wake up. Lucid nightmares are more likely to occur for women and nightmare sufferers, yet also for more frequent lucid dreamers and for those who experience lucid dreams spontaneously rather than them being induced deliberately. Key methodological points, for example, whether the awakening criterion in the definition of lucid nightmares should be included, are addressed, and suggestions for future research are provided. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/h0094324,Frameworks for understanding lucid dreaming: A review.,"Reviews psychological and psychophysiological frameworks for understanding the experience of lucid dreaming (knowing you are dreaming while the dream is ongoing). Several of the psychological approaches take an information processing view of lucid dreaming. One approach sees lucidity in sleep as a cognitive tool whereas others put more emphasis on a model of self awareness. Psychophysiological perspectives show that lucidity is a significantly more aroused REM sleep experience than nonlucid REM sleep. The EEG and lucidity work is based on the association of lucidity to meditation. This sleep experience is also viewed from the framework of spatial skills especially as implicated in vestibular system functioning. The connectionist view of neural nets is another explanatory vehicle. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000188,Lucid nightmare as a state midway between nightmare and lucid dream.,"Lucid nightmares, which are distinguished by their qualities pertaining to both nightmares and lucid dreams, might constitute a hybrid state in between a nightmare and a lucid dream. To test the notion that some lucid dreams might be transformed from nightmares, this study examined a structural equation model in which nightmares were hypothesized to predict lucid nightmares and therefore lucid dreams, with consideration of positive and negative trait emotions. This model was tested on a sample of 249 Hong Kong Chinese adults. The latent constructs of the model were indicated by the items and subscales adopted from the Dream Intensity Scale, Dream Motif Scale, Brief Affective Neuroscience Personality Scale, and Perth Emotion Regulation Competency Inventory. The structural equation modeling analysis supported the proposed role of lucid nightmare and negative emotionality as a predictor of nightmares. (PsycInfo Database Record (c) 2022 APA, all rights reserved)"
10.1037/1053-0797.14.4.234,Lucid Dreaming and Personality: A Replication.,"This article reports an investigation of personality variables that may be associated with the reporting of lucid dreaming. The present study confirmed that lucid dreamers, both frequent and occasional (n = 26), were more internal on J. Rotter's (1966) locus of control measure and scored higher on J. Cacioppo and R. Petty's (1982) need for cognition measure than did nonlucid dreamers (n = 24). Frequent but not occasional lucid dreamers were more field independent on H. A. Witkin et al.'s (1971) Group Embedded Figures Test than the nonlucid dreamers. Need for cognition, internality on locus of control, and field independence all correlated with each other. The results can be argued to show a continuity between styles of waking and dreaming personality. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000073,Lucid music â A pilot study exploring the experiences and potential of music-making in lucid dreams.,"In a lucid dream, the dreamer knows that he or she is dreaming and can thus deliberately carry out actions. The original goal of this study was to investigate musical practice in lucid dreams and its possible effects as well as the quality of the experiences. A total of 5 musicians were interviewed about their lucid dreams in which they had played instruments and sung. However, the interviewees were more interested in pleasure and inspiration than in actual practice and skill improvement. Therefore, the results provide more general information than planned. It could be shown that singing and playing musical instruments mostly work well in lucid dreams. Lucid music dreams were often accompanied by positive emotions and led to several positive effects in waking life, like facilitated guitar playing and enhanced confidence. Two interviewees especially enjoyed improvising solo in lucid dreams. The participants also emphasized the creative and inspirational potential of lucid music dreams, which is worth further investigation. Combining previous research on athletic practice in lucid dreams and the clues obtained from this study, it is likely that musicians could use lucid dreams to improve their skills. Future studies should further explore the potential of lucid music dreams for both creativity and performance in waking life. (APA PsycInfo Database Record (c) 2018 APA, all rights reserved)"
10.1037/a0036908,Spontaneous lucid dreaming frequency and waking insight.,"Spontaneous lucid dreaming is characterized by the realization that the currently perceived reality is in fact a dream. As this ability differs between individuals, specific cognitive abilities have been sought that might explain this variability. Here, âinsight,â a key feature of spontaneous lucid dreaming, is investigated. Frequent, occasional, and nonlucid dreamers were compared on their successful performance of a compound remote associate problem-solving task, designed to measure insight. Results show that frequent lucid dreamers solve significantly more insight problems overall than nonlucid dreamers. This suggests that the insight experienced during the dream state may relate to the same underlying cognition needed for insight in the waking state. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/a0017994,Cerebral specialization during lucid dreaming: A right hemisphere hypothesis.,"Research has shown that certain individuals are able to carry out prearranged tasks while lucid dreaming, and that these tasks produce physiological effects on the body similar to what is observed during waking. It was hypothesized that the difficulty of performing cerebrally lateralized tasks during a lucid dream would vary with the dominant hemisphere for that task, with less difficulty for right hemisphere tasks. Twenty-seven participants rated the difficulty of performing three matched pairs of left hemisphere and right hemisphere tasks, first in a lucid dream, and later in their waking imagination. Results indicated right hemisphere dominance during lucid dreaming, especially among right-handed participants. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/a0019248,Lucid dreaming frequency and change blindness performance.,"There are reports of lucid dreaming being cued by the recognition that a dream event is bizarre from the point of view of waking life. However, for dreams in general, there is a lack of ability to notice or question bizarre occurrences. A waking-life analog of this inability is here proposed to be change blindness. In change blindness tasks, a prominent alteration to a photograph occurs repeatedly, but it is rare for these changes to be spotted immediately. It was hypothesized that lucid dreamers would perform better on change blindness tasks than would nonlucid dreamers. Contrary to the hypothesis, individuals who reported having lucid dreams more than once per month (n = 13), occasional lucid dreamers (n = 13), and nonlucid dreamers (n = 12) were found not to differ significantly on performance on 6 change blindness tasks. How the usually proficient unconscious detection of errors during waking life is disabled during dreams remains to be determined, but it does not seem from the results here to have a simple relationship with the waking-life phenomenon of change blindness. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1023/a:1022186217703,Lucid Art and hyperspace lucidity.,"This article explores nonrepresentational, multidimensional lucid dreaming and its parallel imagery in modern art paintings. Developed from a series of successive qualitative experiments on art and lucid dreaming, the study brings together phenomenological and narrative approaches to reveal a relationship between imagery in a particular lucid dream experience (hyperspace lucidity) and a particular type of modern art painting (Lucid Art). This article attempts to open new dialogues for investigation of the interconnection between the dreaming mind and art. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/1053-0797.16.2.88,Psychophysiological correlates of lucid dreaming.,"The main goal of the present study was to explore electrophysiological differences between lucid and nonlucid dreams in REM sleep. Seven men and four women experienced in lucid dreaming underwent polysomnographic recordings in the sleep laboratory on two consecutive nights. EEG signals were subjected to spectral analysis to obtain five different frequency bands between 1 and 20 Hz. Lucidity was determined by both subjective dream reports and eye-movement signals made by the subjects in response to light stimuli indicating a REM period. The main discrimination factor between lucid and nonlucid dreaming was found in the beta-1 frequency band (13-19 Hz), which in lucid dreaming was increased in both parietal regions. The ratio of frontal to parietal beta-1 activity was 1 to 1.16 in nonlucid and 1 to 1.77 in lucid dreaming. A tendency towards the greatest increase was observed in the left parietal lobe (P3), an area of the brain considered to be related to semantic understanding and self-awareness. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/h0094432,Validity established of DreamLight cues for eliciting lucid dreaming.,"Examined the effectiveness of DreamLight (DL), a biofeedback device designed to deliver light cues during REM sleep, for inducing lucid dreams. 14 adults used DLs in their home on 4 to 24 nights. They were unaware that the DLs were specially programmed to deliver cues only on alternate nights. 11 Ss reported 32 lucid dreams, 22 from nights with light cues and 10 from nights without cues. All lucid dreams scored (by judges blind to DL condition) as being cued by the DL's stimuli, occurred on nights when the DL was actually delivering cues. Ss reported seeing in their dreams what they believed to be DL cues significantly more often on light cue nights (73 total) compared to nights without light cues (9). It is concluded that cuing with sensory stimuli by the DL appears to increase a S's probability of having lucid dreams, and that most of the resulting lucid dreams are due to the specific effect of light cues rather than general placebo factors. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/h0094358,Light in lucid dreams: A review.,"Reviews contemporary discussions about phenomena of light associated with lucid dreaming. Because light plays an important role in Tibetan Buddhist teachings about lucid dreaming, the Tibetan literature is first discussed. Contemporary writers who describe their own experiences of light are reviewed, including G. S. Sparrow (1976), P. Garfield (1979), K. Kelzer (1987), and G. Gillespie (e.g., 1985, 1986). Other prominent writers about lucid dreams such as J. Gackenbach (1989), and H. Hunt (1989) bring experiences of light into their discussions. The present writer suggests that theories of mental imagery will play an important role in any understanding of the phenomena of light in lucid dreams. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000145,Lucid dreaming: Effects of culture in a U.S. American sample.,"Lucid dreaming is defined as a dream in which an individual becomes consciously aware that s/he is dreaming while dreaming. Concepts about lucid dreaming vary strongly in different cultures. The present survey was completed by 3,992 Americans 18 years and older in age (2,310 women and 1,682 men), with a mean age of 48.26 Â± 17.09 years. Lucid dream occurrence in the total sample was 35.72%, with Hispanic participants reporting a significantly lower frequency of lucid dreams compared with White participants, a difference that might reflect a greater prominence of lucid dreaming in more individualistic cultures versus more communitarian cultures. Although the findings of this study suggest specific cultural effects on lucid dream frequency and other aspects of dreaming, more empirical research is needed to help to clarify how strongly these effects may appear in dreaming in general, and lucid dreaming in particular, among a wider range of todayâs world population. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/1053-0797.18.2.112,Cardiovascular responses to dreamed physical exercise during REM lucid dreaming.,"Previous studies have demonstrated intriguing psychophysiological correspondences when lucid dreamers carried out specific tasks during lucid dreams (e.g., eye movements and EMG activities). But only a few studies have investigated cardiovascular changes during dreamed physical activities. This study tests the hypothesis that physical activity (performing squats) carried out in a lucid dream increases cardiovascular parameters in the sleeping body. Therefore, 5 proficient lucid dreamers experienced with the eye-signaling method during lucidity spent 2 to 4 nonconsecutive nights in a sleep laboratory. Instructed to carry out specific tasks (counting and performing squats) while lucid dreaming, the participants reported becoming lucid and signaling in 11 REM periods recorded. Fourteen complete lucid dream tasks were verified by eye signaling. The results showed a statistically significant increase of heart rate between the preexercise and exercise periods and the postexercise period. The results for respiration rate were less clear. Even though respiration rate during the exercise period was higher than during the pre- and postexercise period, statistical significance was only found for the second comparison. Overall, the results support the hypothesis that lucidly dreamed motor action causes increases at the level of peripheral effectors. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000012,Lucid dreaming frequency and alarm clock snooze button use.,"There have been suggestions that the deliberate alteration of sleep-related behaviors, such as briefly going back to sleep after waking, can be used to induce lucid dreams. The current study extends this work by investigating the association between lucid dream frequency and alarm clock use. Eighty-four participants (44 females, 39 males, 1 not stated, mean age = 33.80 years, SD = 15.00) completed an online retrospective questionnaire that measured lucid dreaming frequency, frequency of alarm clock use, frequency of snooze button use per morning, and average number of awakenings per night. Significant positive relationships were found between lucid dreaming frequency and number of awakenings per night (Ï = .30), number of uses of alarm clock snoozing function per morning (Ï = .22), and dream recall frequency (Ï = .52). In a logistic regression, whether a participant had ever had a lucid dream was predicted only by overall dream recall frequency and frequency of snooze button use (Exp(B) odds ratios = 4.92 and 2.52, respectively). Reasons for the association might be that lucid dreamers and snooze button users share some individual difference characteristic or that the brief awakenings followed by snoozing might elicit brain activation or sleep-onset rapid eye movement periods, hence resulting in a greater likelihood of lucid dreams. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/a0020881,Association of lucid dreaming frequency with Stroop task performance.,"Lucid dreaming involves the attentional skill of having metacognition about the dreamer's state of consciousness at the same time as being engaged in the dream scenario. A combination of two levels of cognition also occurs in the incongruent condition of the Stroop task, where there is interference between the attentional demands of a relatively difficult (color naming) and an easy (reading) task. It was thus hypothesized that frequent lucid dreamers would perform better on the Stroop task than would nonlucid dreamers. Individuals who reported having lucid dreams more than once per month (n = 15) were found to be significantly faster on the incongruent condition of the Stroop task than were occasional lucid dreamers (n = 15) or nonlucid dreamers (n = 15). The groups did not differ on the standard colored nonword control condition. Continuity in attentional ability between waking and dreaming cognition was thus found. This continuity may counteract the psychophysiologically dominant and possibly evolutionarily selected lack of self-awareness in dreams. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000059,Reality testing and the mnemonic induction of lucid dreams: Findings from the national Australian lucid dream induction study.,"Lucid dreaming is a learnable skill and has a wide range of potential applications. However, research in this area has been limited by a lack of effective and reliable lucid dream induction techniques. The present study provides a thorough investigation into 3 of the most promising cognitive lucid dream induction techniquesâreality testing, wake back to bed (WBTB), and the mnemonic induction of lucid dreams (MILD) technique. A sample of 169 Australian participants completed a pretest questionnaire, provided baseline logbook data in Week 1, and practiced lucid dream induction techniques in Week 2. Results showed that the combination of reality testing, WBTB and the MILD technique was effective at inducing lucid dreams. Several factors that influenced the effectiveness of the MILD technique were identified, including general dream recall and the amount of time taken to fall asleep after finishing the technique. Recommendations for future research on lucid dream induction are provided. (APA PsycInfo Database Record (c) 2017 APA, all rights reserved)"
10.1037/h0094419,"Lucid dreaming, waking personality and cognitive development.","Compared waking personality traits characteristic of male frequent lucid dreamers (FLDs), 91 male infrequent lucid dreamers (ILDs), 113 female FLDs, and 110 female ILDs, using the Sixteen Personality Factor Questionnaire (16PF). Discriminant analyses produced significant findings and similar profiles, for both males and females. Findings suggest a link between lucid awareness and volition within dreams and the management of waking cognition and emotion. Support is provided for previously established relationships between lucid dream occurrence and field independence. Findings of differences between FLDs and ILDs are postulated to involve variations in the functioning of specific cognitive/developmental processes related to the regulation and discrimination of internally arising subjective aspects of perception. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000139,Examining the triggers of lucid insight.,"Approximately half the population have experienced a lucid dream. Yet, it is not well understood how an individual realizes they are dreaming (i.e., lucid insight). A few studies suggest it can be triggered by a nightmare, or by the identification of inconsistencies/dream-like qualities/peculiarities. The present study aimed to produce a detailed typology of lucidity triggers to inform consideration of the nature of associated thought processes. A total of 91 lucid dreamers were identified in an undergraduate sample of 148. Lucid dreamers were asked to describe what it was, if anything, that had made them realize they were dreaming. Thematic analysis of responses extracted evidence of four overarching triggers consistent with previous research: identification of an abnormality, identification of a dream-like quality, an emotionally arousing dream event, and miscellaneous. It was uniquely identified that âabnormalitiesâ within the dream were those inconsistent with waking knowledge rather than with the accompanying dream content. Novel triggers were identified that were classifiable as subthemes under the previously identified triggers, and triggers co-occurred in a third of cases. Novel triggers included âdÃ©jÃ  rÃªvÃ©,â the feeling that one has dreamt the experience before, as well as âself-comfort/denialâ involving an emotionally driven denial of the reality of a distressing dream. Nightmare-induced lucidity appeared to arise via qualitatively diverse paths. The nature of the triggers indicates that higher order cognition can precede, and promote, lucid insight. This sheds light on a key theoretical issue of whether lucid insight is a prerequisite for the reemergence of higher order cognition. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000153,Increasing perception vividness during lucid dreaming by spinning: A pilot study.,"In lucid dreams (LDs), people can control the events of the dream plot and experience vivid perceptions. However, perception vividness in LDs is sometimes very low, thus preventing practitioners from fully experiencing the phenomenon or using it for a predetermined goal. The goal of this research is to test whether spinning in a LD can lead to an increase in the vividness of the perceived space. We had 123 volunteers spin while in a LD and then stop to check for changes in the degree of perception. For 46% of the volunteers, vividness became higher after spinning, and 30% of them (14% of all) reported having perceptions higher than in wakefulness. The result of this research may enhance the general understanding of the nature of subjective perceptions in LDs, which, in turn, will help in researching related phenomena and their applications. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000124,Lucid dreaming as a correlate of locus of control and resilience.,"This study examined how subjective dream intensity and lucidity might be related to resilience and whether locus of control might mediate their potential relationship. The Lucidity and Consciousness in Dreams scale (LuCiD), Dream Intensity Scale (DIS), Resilience Assessment Questionnaire (RAQ), and Rotterâs Locus of Control Scale (LOC) were administered to 119 Hong Kong university students. The RAQ score was significantly indicated by the LuCiD and LOC scores, with the RAQ Problem-Solving subscale score being indicated by the DIS Dream Work subscale and LOC scores. The positive associations between the RAQ and the LuCiD and between the RAQ Problem-Solving and DIS Dream Work subscales were not mediated by the LOC. These findings suggest that internal locus of control does not account for the association between resilience and dream variables. (APA PsycInfo Database Record (c) 2020 APA, all rights reserved)"
