0,1,2
10.1037/drm0000172,Flying limitations in lucid dreams.,"Lucid dreams (LDs) are dreams in which people intentionally or unintentionally become conscious and take control of the dream plot, allowing them to experience different emotions and perceptions. The laws of physics do not apply to the LD world. As such, it supposedly lacks the limitations that we experience in everyday life. In the present study, we ask the following questions: Is this the case? Do we really have no limits in LDs? In this study, we investigated LD limitations on the possibility of flying. We instructed LD practitioners to fly while in an LD while performing no other movements (including jumping). That is, practitioners were to attempt to fly using only intention and thought. Then they were asked to report whether they succeeded, how much effort was required, and the duration of the flight. Most of the participants succeeded in flying while in an LD. Among those with successful results, almost everyone spoke about flying with little effort. We suggest that even within the context of LDs, some limitations prevent some practitioners from flying, which should be explored in future studies. The outcomes of our research deepen the general understanding of LDs and the capabilities of LD practitioners to realize different goals, even though LD does not follow physical laws. (PsycInfo Database Record (c) 2021 APA, all rights reserved)"
10.1037/drm0000150,Achieving pain during lucid dreaming and transferring it into wakefulness.,"During lucid dreaming, people experience vivid perceptions and emotions that may have a psychophysiological impact after the person awakens. The goal of this research is to test whether it is possible to create pain during lucid dreaming and maintain it upon awakening. For this study, 151 volunteers completed a task in which they needed to achieve pain during lucid dreams (LD) and then wake up. They then checked whether the pain from the dream remained after they awoke, and, if so, they reported how long the pain lasted. Of the participants, 74% experienced pain during LD and 28% of them continued feeling the pain after waking. Our results may lead to new pain treatments and a better understanding of the nature of pain, LD, and hypnopompic hallucinations. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/a0013781,Electronic media and lucid-control dreams: Morning after reports.,"Lucid dreams, as well as control dreams, have recently been reported as associated with video game play (Gackenbach, 2006). In this study, dreams were collected from the morning after a night of rested sleep as well as electronic media use from the day before the dream. In a factor analysis, lucid and control dreams were associated with all electronic media use but most strongly with video game play. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000101,Can learning to lucid dream promote personal growth?,"A lucid dream occurs when a dreamer knows that he or she is dreaming while continuing to dream. Many people practice lucid dreaming to promote personal growth, including enhanced creativity and self-esteem. However, such benefits are evidenced by anecdotal reports and correlational studies rather than controlled experiments. Further, this existing evidence is confounded by the fact that most lucid dreaming procedures involve two supporting practicesâdream journaling and a mindfulness exercise called reality checkingâthat may be independently associated with personal growth. Our study asked whether successfully inducing lucid dreams leads to personal growth above and beyond journaling and mindfulness using an experimental design. In a sample of undergraduates (N = 32), we assessed psychological well-being and personal growth longitudinally and compared participants assigned to lucid dream training to a group that only learned journaling and mindfulness practices and a third group that did not learn any techniques. We found no significant differences between the groups on indicators of personal growth on average. However, successful lucid dreamers had higher life satisfaction and self-esteem, as well as lower stress the day after lucid dreaming, compared with unsuccessful lucid dreamers. (APA PsycInfo Database Record (c) 2019 APA, all rights reserved)"
10.1037/drm0000102,Relationships between video game play factors and frequency of lucid and control dreaming experiences.,"Lucid and control dream states have been linked to a variety of positive psychological outcomes, but are uncommon and difficult to induce. Delineating connections between lucid and control dreaming and immersion in other virtual environments could aid in understanding the nature of those dream states and developing more effective induction training. Video game play takes place in immersive virtual environments and has been linked to more frequent lucid dreaming (Gackenbach, 2006, 2009). The current research sought to identify connections between specific genres of video game play and lucid and lucid/control dream experiences, as well as replicating established relationships between overall gameplay and engagement, incorporation of game content into dreams, and lucid and lucid/control dream experiences. Play of physically interactive games was positively correlated with lucid and lucid/control dream frequency; no other genre showed the same association. Overall game play was not associated with frequency of lucid and lucid/control dreams, but was positively correlated with incorporation of game content into dreams, which in turn was positively correlated with lucid and lucid/control dream frequency. These findings expand and clarify our understanding of the overlap between lucid and control dream states and a highly popular form of virtual environment, and may aid in the induction and therapeutic use of lucid and control dreaming. (APA PsycInfo Database Record (c) 2019 APA, all rights reserved)"
10.1023/a:1025325529560,Lucid dreaming treatment for nightmares: A series of cases.,"Goal of this series of cases was to investigate lucid dreaming treatment for nightmares. Hypotheses were that lucid dreaming treatment would decrease nightmare frequency and state/trait anxiety, and improve the quality of sleep. Eight participants received a one-hour individual session, which consisted of lucid dreaming exercises and discussing possible constructive solutions for the nightmare. Nightmare frequency and sleep quality were measured by a sleep questionnaire, anxiety was measured by the Spielberger State and Trait Anxiety Inventory. At the follow-up two months later the nightmare frequency had decreased, while the sleep quality had increased slighty. There were no changes on state and trait anxiety. Lucid dreaming treatment seems to be effective in reducing nightmare frequency, although the effective factor remains unclear. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000209,The effectiveness of lucid dreaming practice on waking task performance: A scoping review of evidence and meta-analysis.,"A lucid dream is a dream during which the dreamer becomes aware of the fact that they are experiencing a dream. The higher awareness and cognitive traits which accompany lucid dreams offer individuals a unique opportunity to use this practice to rehearse waking skills. This scoping review aimed to summarize existing evidence on the effectiveness of lucid dreaming practice (LDP) on the performance of waking skills and used a meta-analytical approach to estimate an overall effect of LDP. A total of seven studies were reviewed. Findings indicate that LDP can improve waking performance of motor tasks of a variety of nature with an overall medium positive effect size of .483 (p = .095). LDP environments appear to be suitable for the practice of waking tasks however practitioners should be aware that perception may at times be distorted from wakefulness. Dream distractions may also be encountered which may impair dream practice and have a negative effect on subsequent performance. A lack of empirical evidence within the literature was identified. Challenges with conducting LDP research are discussed and recommendations for future research are proposed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)"
10.1037/1053-0797.16.2.96,Video game play and lucid dreams: Implications for the development of consciousness.,"The improvement of various cognitive skills associated with video game play has been well documented; however, the development of consciousness implications have not been considered. In the present study several potential indicators of consciousness development, including and especially lucid dreaming frequency, were examined as a function of video game play. In the first study, high video game players were more likely to report lucid dreams, observer dreams, and dream control when dream recall frequency and motion disorientation during play were controlled. There were no similar differences in other consciousness development indices. In the second study, a slightly different pattern of results occurred because of respondents all being frequent players. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/drm0000043,Inner ghosts: Encounters with threatening dream characters in lucid dreams.,"Lucid dreamers may encounter not only friendly but also threatening dream figures in their lucid dreams. The present study of German-speaking lucid dreamers explored the frequency of threatening dream figures in lucid dreams and how lucid dreamers responded to them. An online questionnaire was completed by 528 respondents, of whom 386 had lucid dream experience. According to their reports, about half of the dream characters encountered in lucid dreams are friendly, but about a fifth of them are threatening. Threatening dream figures are encountered more by women and more frequent nightmare sufferers, but less by more frequent lucid dreamers. When dealing with threatening dream characters, lucid dreamers most often defend themselves by fighting, with flying away and working toward resolution as the next most likely responses. More frequent nightmare sufferers showed more avoidance behavior, whereas more frequent lucid dreamers worked toward resolution of the conflict. The findings lend some support to the idea that encounters with threatening dream characters may represent the interpsychic or psychosocial conflicts of the dreamer. Thus, when encountering a threatening dream figure, lucid dreamers could perhaps be advised not to avoid it, but rather to confront the figure and seek resolution. (APA PsycInfo Database Record (c) 2017 APA, all rights reserved)"
10.1037/drm0000094,Measuring attitude toward lucid dreams: A six-item scale.,"In recent years, the interest in lucid dreaming (dreaming with the conscious knowledge that one is dreaming) was stimulated by blockbuster films like âInceptionâ and the media interest in studies indicating that lucid dreaming can be beneficial. However, systematic studies regarding the attitude toward lucid dreams are lacking. An online survey was completed by 1,380 persons (777 women and 603 men), whose mean age was 51.63 Â± 14.13 years. The six-item scale measuring attitude toward lucid dreams showed high internal consistency. The attitude toward lucid dreams was highly correlated with the general attitude toward lucid dreams and decreased with age; women reported a more positive attitude. However, the attitude toward lucid dreams was markedly lower than the attitude toward dreams in general. It would be interesting to study what the bases of the attitude toward lucid dreams are, for example, information in the media, personal experience, and reports of friends. (APA PsycInfo Database Record (c) 2019 APA, all rights reserved)"
10.1037/1053-0797.16.1.22,The effects of a two-week reflection-intention training program on lucid dream recall.,"Previous research in the field of lucid dreams has produced several techniques which are claimed to be a means of inducing lucid dreams, but there have been only a small number of reported studies which have evaluated their effectiveness. The present study investigated the effects of one of the most promising of these, the reflection-intention technique, which is specifically designed to increase the frequency of dream and lucid dream recall. The sample here consisted of 20 participants whose frequencies of normal dream recall and lucid dream recall were recorded before, during and after a two week training program by using a dream questionnaire and a dream journal: A one-way repeated measures analysis of variance showed a significant increase in both dream recall frequency (F2,38 = 22.09, p<.05) and lucid dream recall frequency (F2,38 = 5.96, p<.05). Because there are some reservations concerning the small sample size and a possible subject bias, the findings here concerning the efficiency of the lucid dream induction program are regarded as only suggestive. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/a0034817,Cognitive structure associated with the lucid features of gamers dreams.,"In a follow-up from Gackenbach and Kuruvilla (2008a), data analysis was undertaken examining the metacognitive qualities of video game players dreams associated with lucidity. Kahan and LaBergeâs (1994) Metacognitive, Affective, Cognitive Experience Questionnaire (MACE) responses were examined in a principle component factor analysis. Several factors loaded dream type and gaming variables along with items from the MACE. It was concluded that gaming may be associated with dream lucidity because of the enhanced problem-solving quality of gamerâs dreams. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000030,Posttraumatic nightmares and imagery rehearsal: The possible role of lucid dreaming.,"Lucid dreaming (LD) is a distinct behavioral state characterized by an awareness of dreaming while a dream occurs and, at times, an ability to, during dreaming, control dream events and/or purposefully awaken from a dream. LD and its potential role as a mechanism of action of Imagery Rehearsal therapy (IR) were investigated in military veterans with posttraumatic stress disorder and recurrent nightmares. This study reports on the nature of LD constructs in 33 treatment-seeking Iraq and Afghanistan combat veterans participating in a larger clinical trial of 6 sessions of 1 of 2 therapies: components of CognitiveâBehavioral Therapy for Insomnia (cCBT-I) or IR + cCBT-I. Participants completed questionnaires regarding sleep and nightmares, other PTSD symptoms, and LD before and after treatment. Before treatment, veterans demonstrated a LD profile characterized by high dream awareness and low dream content control. After IR + cCBT-I treatment, control of dream content, but not lucid awareness, increased more than after cCBT-I treatment (ES = .68). This increase in dream content control was related to a reduction in nightmare distress. An increase in 1 component of LD, namely control of dream content, appears to contribute to therapeutic change with IR for recurrent posttraumatic nightmares. (APA PsycInfo Database Record (c) 2019 APA, all rights reserved)"
10.1037/drm0000035,Physical self-concept and the frequency of lucid dreams and nightmares.,"This study investigated the association of physical self-concept with dream recall frequency, lucid dream frequency, and nightmare frequency. Previous research reported negative associations between physical self-concept and dreaming behavior among sport students. Using a large sample from the general population (N = 2,904), we found no associations of physical self-concept with dream recall frequency and lucid dream frequency. Associations with nightmare frequency were negative and significant, yet practically irrelevant. We conclude that previously reported negative associations of physical self-concept with dream behavior are confined to athletes and persons with above-average physical exercise behavior but do not generalize to the general population. (APA PsycInfo Database Record (c) 2017 APA, all rights reserved)"
10.1037/drm0000199,Differences between lucid and nonlucid dream reports: A within-subjects design.,"Lucid dreams are characterized by the awareness of the dreamer that s/he is dreaming. Typically, if the dreamer can control the dream action, pleasurable activities like flying or having sex are chosen. The present study analyzing lucid and nonlucid dream reports reported by 100 persons confirmed previous findings that lucid dreams contain more positive emotions than nonlucid dreams. Moreover, lucid dream reports also included fewer problems, being less often subject to verbal aggression, and fewer death themes. A new finding is that lucid dream reports include fewer verbal interactions and a lower number of dream characters. This would imply that lucid dreamers choose actions that often include having fun by themselves. It would be very interesting to follow up these findings with larger dream content studies and investigate dream content and emotional changes before and after becoming lucid within the same dream. (PsycInfo Database Record (c) 2022 APA, all rights reserved)"
10.1037/drm0000152,Inducing lucid dreams: The wake-up-back-to-bed technique in the home setting.,"Lucid dreams occur quite rarely, so research has focused on different induction methods to increase lucid dream frequency. In the sleep laboratory setting the wake-up-back-to-bed (WBTB) technique in combination with the mnemonic induction of lucid dreams (MILD) technique is very effective. The present study with N = 50 participants in line with previous studies - indicates that these techniques are also effective at home with a lucid dream percentage of 18% after WBTB nights compared to 6% after non-WBTB nights. Of the 10 naÃ¯ve participants who had never had a lucid dream before, 50% experienced at least one lucid dream during the 5-week period. Future studies using longer time intervals can investigate the questions whether everyone can learn lucid dreaming if s/he puts in the effort and how intensive induction training affect lucid dreaming frequency in the long run. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/a0036942,Dream characters and the dream ego: An exploratory online study in lucid dreams.,"Two exploratory online experiments were carried out to investigate the interaction between dream characters and the dream ego in lucid dreams. Lucid dreamers were recruited via an Internet page (http://klartraum.de). In Experiment 1, 15 participants (26.5 Â± 10.2 years; 4 female, 11 male) provided 27 dream reports in which they asked dream characters 38 times to guess a number of fingers they show with their hands behind their back and then name another number of fingers that was visible to the dream characters. In Experiment 2, 7 lucid dreamers (24.3 Â± 10.5 years; 2 female, 5 male) guessed 17 different numbers written down by 12 different dream characters. In Experiment 1, the hidden-type question was answered correctly by 19 out of 29 dream characters (66%). In Experiment 2, the correct number was successfully guessed in 10 out of 14 cases (71.4%). The results indicate that there is some form of connection between the dream ego and dream characters. Although the underlying mechanisms are not clear, the findings of this pilot study show that lucid dream studies are an efficient tool to provide knowledge about the characteristics of dream characters. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/a0039165,"Changes in dream recall frequency, nightmare frequency, and lucid dream frequency over a 3-year period.","Cross-sectional studies indicate that dream recall frequency declines with age; longitudinal studies, however, are scarce. The present data from 2 online dream studies in the same panel carried out independently (N = 1,340 completed both surveys) indicate that there is an overall decline in dream recall frequency, nightmare frequency, and lucid dreaming frequency, even though for the majority of the sample the 3 variables remained quite stable over this time interval. The reasons for this decline are yet poorly understood. Future longitudinal studies should include cognitive measures (visual memory), personality measures (thin boundaries), sleep parameters, stress measures, and attitude toward dreams scales to test whether changes in these measures might explain the changes in the recall measures. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/drm0000156,I dream therefore I am: A review on lucid dreaming in Western philosophy.,"The first philosopher who referred to lucid dreaming (LD) was Aristotle, who pointed out that something in the dreamersâ consciousness tells them they are dreaming. In the Middle Ages, Aquinas commented that while asleep a man may judge that what he sees is a dream. During enlightenment, Reid alleged that he experienced waking-like cognition during dreams. In the 19th century, Nietzsche mentioned that he sometimes would realize he was dreaming amid a nightmare. In the past century, new arguments were given against the arising of self-consciousness in dreams. Malcolm, for example, based on the incapacity of communicating with the external world during the dream, concluded for the impossibility of a genuine dream âexperienceââwhich would preclude LD. In the 1970s, there was a brief discussion between Dennett, for whom dreams are not experiences, and Emmett, who rebutted his argument citing LD, followed by Dennettâs reply that LDs are merely âillusions of a dream within a dream.â In 1981, the psychophysiologist LaBerge and coworkers recorded LD in the laboratory, which proved scientifically the existence of LD. Nowadays, many philosophers consider dreams as a key phenomenon for the study of consciousness and the mind-body problem, such as Antti Revonsuo, Jennifer Windt, Evan Thompson, and Thomas Metzinger, who agree that LD presents cognitive functions like self-consciousness. In this review, we explore these and other Western thinkers who wrote about LD throughout history. (PsycInfo Database Record (c) 2021 APA, all rights reserved)"
10.1037/cns0000288,Dispelling the shadows of the lucid night: An exploration of potential adverse effects of lucid dreaming.,"Lucid dreamsâdreams in which the dreamer is aware that they are dreamingâare generally positive and empowering experiences, for which a variety of benefits have been demonstrated, for example, alleviating nightmares and insomnia, improving motor skills, contributing to creativity and personal growth. Recently, however, certain concerns were raised about the possible risks of lucid dreaming on sleep and health. This study aimed to explore three potential domains of adverse effectsâsleep quality, dissociation, and mental well-beingâas well as to capture any self-observed negative consequences of lucid dreams within an online sample (N = 489) in which the majority of respondents (94%) were lucid dreamers. According to the results, lucid dream frequency was not associated with poorer sleep quality or with greater dissociation but was linked to greater mental well-being. Moreover, most of the lucid dreams were reported to be emotionally positive experiences and the majority of lucid dreamers did not ascribe any negative consequences to lucid dreaming. Thus, at least from the present findings, the experience of lucid dreaming does not seem to exert evident detrimental effects, although a small proportion of lucid dreams (about 10%) were negatively toned. However, to establish causal relationships future longitudinal studies are needed. (PsycInfo Database Record (c) 2021 APA, all rights reserved)"
10.1037/drm0000163,Lucid dreams in veterans with posttraumatic stress disorder include nightmares.,"A previous study in military veterans with posttraumatic stress disorder (PTSD) and recurrent nightmares found a high prevalence of lucid dreaming (LD), the awareness while a dream continues that one is dreaming, and an âLD profileâ characterized by frequent dream awareness and rare dream content control. Given the importance of the nightmare disturbance in PTSD, this study assessed with questionnaires the prevalence and characteristics of lucid nightmares, specifically, in a sample of 54 veterans with PTSD. Over half the sample endorsed experiencing LD, with nearly all of these individuals explicitly reporting lucidity in nightmares. The lucid nightmare profile was characterized by high awareness and low content control. Veterans reported feeling stuck and anxious, trying unsuccessfully to awaken from lucid nightmares. We conclude that lucid nightmares may occur commonly in veterans with PTSD, with a profile resembling that previously reported for LD experiences generally in this group. (PsycInfo Database Record (c) 2021 APA, all rights reserved)"
10.1037/drm0000044,"Exploring the role of need for cognition, field independence and locus of control on the incidence of lucid dreams during a 12-week induction study.","This article reports an investigation of 2 proposed theories, the predispositional and experiential, regarding the association of personality variables to lucid dreaming incidence during a 12-week lucid dreaming induction program. The study found no differences between those who did and did not report lucid dreams during the program on baseline measures of field independence, locus of control or need for cognition. There was an observed significant change toward a field independent orientation between baseline and posttests for those successful at inducing a lucid dream; with no statistically significant differences for either Locus of Control or Need for Cognition. Results suggest that field independence may not be a predispositional characteristic for the successful induction of lucid dreaming, but an experiential result of having lucid dream experiences. The authors conclude that experiences within a dream state may have appreciable effects on waking cognition. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
10.1037/cns0000331,Overcoming phobias by lucid dreaming.,"Lucid dreams (LDs) are dreams in which the dreamer becomes aware that they are dreaming. LDs have a much broader range of possibilities for modeling situations than the physical world. Owing to this feature of LDs, and according to previous studies, they can be used for psychotherapeutic purposes, including reducing anxiety and fear. In the present study, we investigate the association between fear reduction and fear level, both during wakefulness and in LDs. We instructed 76 LD practitioners to encounter the object of their fear in an LD. Upon awakening, they evaluated how much fear they felt in the LD and after awakening. After experiencing their fear in LD, 51% and 49% of volunteers reported lower and the same fear upon awakening, respectively. Stronger fear before LD was associated with a greater effect of its reduction after LD (2.5 times more often). Our study confirms lucid dreamingâs efficiency in helping people overcome their fears, especially phobias. In this way, our results highlight the psychotherapeutic benefits of LD. (PsycInfo Database Record (c) 2022 APA, all rights reserved)"
10.1037/h0094353,Russia. Dreaming. Liberation.,"This essay is the narrative of an AIDS patient who attended the âDreaming in Russiaâ conference in August of 1991. Arriving in Moscow on the day of the coup, the international group was gripped by fear. Though he had been engulfed by a certain darkness over the summer, the author discovered that his own personal cataclysm melted into the greater socio-historical cataclysm providing a great release as well as a genuine concern for issues more global. Fresh dreams are recorded throughout making clearer the events of the days. The account of the funeral procession for the three Russians killed by the tanks and the visit to the monastery of Zagorsk (seat of the Russian Orthodox patriarchy) eventually lead to a description of a very successful group dreamwork on the theme of âfacing death.â Dreams and dreamwork are regarded as ways of coping with our own existential dramas. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
10.1037/1053-0797.16.1.43,Anorexia dreaming: A case study.,"A case study is presented focusing on a dream of a severely anorectic woman. The dream occurred at a point when the disorder had become life threatening. The dream is discussed in terms of its significance in the dreamer's experience, its implications for the use of dreams in psychotherapy, and its relevance for the broader literature on psychopathology and dreams. Archetypal psychology's aesthetic, and phenomenological approach to dreams is presented as a framework for understanding the ongoing significance of significant dreams such as the one presented here. (APA PsycInfo Database Record (c) 2016 APA, all rights reserved)"
